,사고년도,사고월,사고일,사고시각,사고시간_인덱스,사고요일,사고요일_i,사고장소,위도,경도,사고내용,사고내용_i,사고유형,사고유형_i,기상상태,기상상태_i,도로형태,가해운전자 차종,가해운전자 차종_i,가해운전자 성별,가해운전자 성별_i,가해운전자_연령대,피해운전자 차종,피해운전자 차종_i,피해운전자 성별,피해운전자 성별_i,피해운전자_연령대
11,2018,1,27,22,7,토,5,서울특별시 강남구 역삼동 강남대로,37.5026761,127.0260437,중상,2,차대사람,1,맑음,0,1,승합,3,남,0,50,보행자,9,남,0,50
12,2018,4,26,21,7,목,3,서울특별시 강남구 역삼동 언주로,37.4999072,127.0373932,중상,2,차대차,0,맑음,0,0,승용,0,남,0,20,이륜,5,남,0,40
13,2018,6,1,17,5,금,4,서울특별시 강남구 역삼동 테헤란로,37.5045703,127.0494465,중상,2,차대차,0,맑음,0,1,화물,8,남,0,60,승용,0,남,0,60
14,2018,10,17,9,3,수,2,서울특별시 강남구 역삼동 논현로,37.4999072,127.0373932,경상,1,차대사람,1,맑음,0,0,승용,0,여,1,70,보행자,9,여,1,50
15,2018,8,29,1,0,수,2,서울특별시 강남구 역삼동 사임당로,37.4902584,127.0213593,중상,2,차대차,0,비,1,0,승용,0,남,0,60,승용,0,남,0,40
16,2018,7,30,16,5,월,0,서울특별시 강남구 역삼동 테헤란로26길,37.4995348,127.0358051,경상,1,차대사람,1,맑음,0,1,승용,0,남,0,20,보행자,9,남,0,30
17,2018,8,1,9,3,수,2,서울특별시 강남구 역삼동 테헤란로,37.5045703,127.0494465,경상,1,차대사람,1,맑음,0,1,승용,0,남,0,20,보행자,9,여,1,30
18,2018,4,10,5,1,화,1,서울특별시 강남구 역삼동 봉은사로,37.5085884,127.0405045,경상,1,차대차,0,맑음,0,1,승용,0,여,1,50,승용,0,남,0,30
19,2018,4,29,4,1,일,6,서울특별시 강남구 역삼동 봉은사로,37.5085884,127.0405045,중상,2,차대차,0,맑음,0,1,승용,0,남,0,50,승용,0,남,0,30
20,2018,11,17,4,1,토,5,서울특별시 강남구 역삼동 테헤란로,37.5045703,127.0494465,중상,2,차대차,0,맑음,0,0,승용,0,남,0,20,이륜,5,남,0,60
21,2018,8,2,21,7,목,3,서울특별시 강남구 역삼동 테헤란로51길,37.5057706,127.0452196,부상신고,0,차대사람,1,맑음,0,1,승용,0,남,0,30,보행자,9,남,0,50
22,2018,4,2,18,6,월,0,서울특별시 강남구 역삼동 언주로108길,37.5086373,127.0409483,경상,1,차대차,0,맑음,0,0,이륜,5,남,0,60,승용,0,남,0,20
23,2018,11,15,3,1,목,3,서울특별시 강남구 역삼동 강남대로,37.5026761,127.0260437,중상,2,차대차,0,맑음,0,1,승용,0,남,0,50,승용,0,남,0,60
24,2018,1,5,0,0,금,4,서울특별시 강남구 역삼동 강남대로,37.5026761,127.0260437,중상,2,차대차,0,맑음,0,0,승용,0,남,0,50,승용,0,남,0,70
25,2018,8,29,19,6,수,2,서울특별시 강남구 역삼동 테헤란로,37.5045703,127.0494465,경상,1,차대차,0,비,1,1,원동기,4,남,0,50,승합,3,남,0,40
26,2018,12,31,18,6,월,0,서울특별시 강남구 역삼동 역삼로,37.4990748,127.0470296,중상,2,차대차,0,맑음,0,0,이륜,5,남,0,20,승용,0,여,1,50
27,2018,11,23,18,6,금,4,서울특별시 강남구 역삼동 봉은사로,37.5085884,127.0405045,경상,1,차대차,0,맑음,0,1,승용,0,남,0,50,승용,0,남,0,20
28,2018,3,30,21,7,금,4,서울특별시 강남구 역삼동 선릉로89길,37.5033828,127.0483599,부상신고,0,차대사람,1,맑음,0,0,승용,0,남,0,50,보행자,9,남,0,40
29,2018,3,2,10,3,금,4,서울특별시 강남구 역삼동 논현로,37.4999072,127.0373932,경상,1,차대사람,1,맑음,0,1,승용,0,남,0,50,보행자,9,여,1,30
30,2018,2,2,4,1,금,4,서울특별시 강남구 역삼동 테헤란로8길,37.4973348,127.0318458,중상,2,차대차,0,맑음,0,0,승용,0,남,0,30,승용,0,남,0,50
31,2018,12,29,10,3,토,5,서울특별시 강남구 역삼동 언주로,37.4999072,127.0373932,중상,2,차대차,0,맑음,0,1,승용,0,남,0,60,승용,0,남,0,30
32,2018,11,26,19,6,월,0,서울특별시 강남구 역삼동 테헤란로,37.5045703,127.0494465,부상신고,0,차대차,0,맑음,0,0,승용,0,남,0,30,승용,0,남,0,60
33,2018,2,26,3,1,월,0,서울특별시 강남구 역삼동 언주로,37.4999072,127.0373932,중상,2,차대사람,1,맑음,0,1,승용,0,남,0,60,보행자,9,여,1,40
34,2018,6,13,7,2,수,2,서울특별시 강남구 역삼동 논현로98길,37.5036583,127.0373687,중상,2,차대사람,1,맑음,0,1,승용,0,남,0,70,보행자,9,여,1,20
35,2018,10,10,23,7,수,2,서울특별시 강남구 역삼동 강남대로,37.5026761,127.0260437,경상,1,차대차,0,맑음,0,0,승용,0,남,0,50,승용,0,남,0,60
36,2018,6,6,21,7,수,2,서울특별시 강남구 역삼동 선릉로,37.4999072,127.0373932,중상,2,차대사람,1,맑음,0,1,이륜,5,남,0,50,보행자,9,남,0,20
37,2018,11,8,23,7,목,3,서울특별시 강남구 역삼동 논현로98길,37.5036583,127.0373687,경상,1,차대차,0,비,1,1,승용,0,여,1,30,승용,0,남,0,30
38,2018,1,18,0,0,목,3,서울특별시 강남구 역삼동 테헤란로,37.5045703,127.0494465,중상,2,차대차,0,맑음,0,1,승용,0,남,0,40,승용,0,남,0,40
39,2018,11,12,0,0,월,0,서울특별시 강남구 역삼동 봉은사로,37.5085884,127.0405045,경상,1,차대차,0,맑음,0,1,승용,0,여,1,30,승용,0,남,0,30
40,2018,3,17,0,0,토,5,서울특별시 강남구 역삼동 선릉로93길,37.5046939,127.0464059,중상,2,차대사람,1,맑음,0,0,승용,0,남,0,40,보행자,9,남,0,70
41,2018,5,14,16,5,월,0,서울특별시 강남구 역삼동 언주로97길,37.5046333,127.039548,부상신고,0,차대차,0,맑음,0,0,승용,0,남,0,40,승용,0,남,0,40
42,2018,1,5,9,3,금,4,서울특별시 강남구 역삼동 논현로,37.4999072,127.0373932,경상,1,차대차,0,맑음,0,1,승용,0,남,0,70,화물,8,남,0,50
43,2018,7,13,20,6,금,4,서울특별시 강남구 역삼동 테헤란로8길,37.4973348,127.0318458,경상,1,차대차,0,맑음,0,1,승용,0,남,0,20,승용,0,남,0,50
44,2018,3,22,8,2,목,3,서울특별시 강남구 역삼동 테헤란로,37.5045703,127.0494465,경상,1,차대차,0,맑음,0,1,승용,0,남,0,30,승용,0,남,0,50
45,2018,11,19,5,1,월,0,서울특별시 강남구 역삼동 사임당로,37.4902584,127.0213593,경상,1,차대차,0,맑음,0,0,승용,0,여,1,50,승합,3,남,0,30
46,2018,12,21,20,6,금,4,서울특별시 강남구 역삼동 테헤란로,37.5045703,127.0494465,경상,1,차대차,0,맑음,0,1,승용,0,남,0,30,승용,0,남,0,70
47,2018,5,12,0,0,토,5,서울특별시 강남구 역삼동 테헤란로,37.5045703,127.0494465,경상,1,차대차,0,맑음,0,0,승용,0,남,0,50,승용,0,남,0,40
48,2018,4,19,13,4,목,3,서울특별시 강남구 역삼동 역삼로,37.4990748,127.0470296,경상,1,차대차,0,맑음,0,1,승용,0,남,0,50,승합,3,남,0,40
49,2018,6,6,2,0,수,2,서울특별시 강남구 역삼동 선릉로,37.4999072,127.0373932,경상,1,차대차,0,맑음,0,1,승용,0,남,0,40,승용,0,남,0,40
50,2018,4,7,2,0,토,5,서울특별시 강남구 역삼동 봉은사로,37.5085884,127.0405045,경상,1,차대차,0,맑음,0,0,승용,0,남,0,30,승용,0,남,0,30
51,2018,1,2,21,7,화,1,서울특별시 강남구 역삼동 선릉로,37.4999072,127.0373932,경상,1,차대사람,1,맑음,0,0,승용,0,여,1,30,보행자,9,남,0,30
52,2018,11,10,14,4,토,5,서울특별시 강남구 역삼동 논현로106길,37.5065956,127.0370746,경상,1,차대차,0,맑음,0,1,이륜,5,남,0,40,승용,0,여,1,30
53,2018,6,9,0,0,토,5,서울특별시 강남구 역삼동 언주로,37.4999072,127.0373932,경상,1,차대차,0,맑음,0,0,승용,0,남,0,60,승용,0,남,0,30
54,2018,6,25,20,6,월,0,서울특별시 강남구 역삼동 선릉로,37.4999072,127.0373932,경상,1,차대차,0,맑음,0,0,승용,0,남,0,20,승용,0,남,0,30
55,2018,6,8,13,4,금,4,서울특별시 강남구 역삼동 역삼로,37.4990748,127.0470296,부상신고,0,차대차,0,맑음,0,1,승용,0,남,0,30,승용,0,남,0,60
56,2018,9,5,17,5,수,2,서울특별시 강남구 역삼동 언주로108길,37.5086373,127.0409483,경상,1,차대차,0,맑음,0,1,승용,0,남,0,40,승용,0,남,0,60
57,2018,10,10,18,6,수,2,서울특별시 강남구 역삼동 봉은사로44길,37.5061519,127.0424198,경상,1,차대차,0,맑음,0,0,승용,0,남,0,30,승용,0,남,0,30
58,2018,10,5,11,3,금,4,서울특별시 강남구 역삼동 논현로,37.4999072,127.0373932,경상,1,차대차,0,비,1,1,승용,0,남,0,20,이륜,5,남,0,70
59,2018,7,19,11,3,목,3,서울특별시 강남구 역삼동 테헤란로,37.5045703,127.0494465,경상,1,차대차,0,맑음,0,0,이륜,5,남,0,40,승용,0,남,0,60
60,2018,11,1,11,3,목,3,서울특별시 강남구 역삼동 논현로,37.4999072,127.0373932,부상신고,0,차대차,0,맑음,0,1,이륜,5,여,1,30,이륜,5,남,0,50
61,2018,10,15,3,1,월,0,서울특별시 강남구 역삼동 강남대로,37.5026761,127.0260437,경상,1,차대차,0,맑음,0,1,승용,0,남,0,60,승용,0,남,0,50
62,2018,3,16,19,6,금,4,서울특별시 강남구 역삼동 언주로86길,37.502037,127.0448297,경상,1,차대차,0,맑음,0,0,승용,0,남,0,30,승용,0,남,0,50
63,2018,7,4,16,5,수,2,서울특별시 강남구 역삼동 강남대로,37.5026761,127.0260437,경상,1,차대차,0,맑음,0,1,승용,0,남,0,30,승용,0,남,0,60
64,2018,3,17,14,4,토,5,서울특별시 강남구 역삼동 도곡로57길,37.4962089,127.0507845,중상,2,차대사람,1,맑음,0,0,승용,0,여,1,50,보행자,9,남,0,70
65,2018,2,2,8,2,금,4,서울특별시 강남구 역삼동 도곡로23길,37.4938055,127.0392317,중상,2,차대사람,1,맑음,0,1,승용,0,남,0,30,보행자,9,남,0,60
66,2018,11,17,11,3,토,5,서울특별시 강남구 역삼동 강남대로,37.5026761,127.0260437,경상,1,차대차,0,맑음,0,1,승용,0,남,0,20,승용,0,여,1,40
67,2018,8,11,3,1,토,5,서울특별시 강남구 역삼동 강남대로,37.5026761,127.0260437,경상,1,차대차,0,맑음,0,1,승용,0,남,0,50,승용,0,남,0,30
68,2018,1,20,0,0,토,5,서울특별시 강남구 역삼동 강남대로62길,37.4907597,127.0333669,경상,1,차대차,0,맑음,0,0,승용,0,남,0,60,승용,0,남,0,60
69,2018,8,8,15,5,수,2,서울특별시 강남구 역삼동 도곡로,37.494213,127.0462502,경상,1,차대차,0,맑음,0,1,승용,0,남,0,20,승용,0,여,1,60
70,2018,6,1,11,3,금,4,서울특별시 강남구 역삼동 테헤란로,37.5045703,127.0494465,경상,1,차대차,0,맑음,0,1,승용,0,남,0,50,승용,0,남,0,40
71,2018,1,16,13,4,화,1,서울특별시 강남구 역삼동 테헤란로1길,37.5000453,127.0277896,경상,1,차대사람,1,맑음,0,1,승용,0,여,1,20,보행자,9,여,1,30
72,2018,11,30,21,7,금,4,서울특별시 강남구 역삼동 언주로,37.4999072,127.0373932,경상,1,차대차,0,맑음,0,1,승용,0,남,0,60,승용,0,남,0,30
73,2018,1,29,21,7,월,0,서울특별시 강남구 역삼동 봉은사로,37.5085884,127.0405045,경상,1,차대차,0,맑음,0,0,승용,0,남,0,30,승용,0,남,0,60
74,2018,5,30,7,2,수,2,서울특별시 강남구 역삼동 논현로,37.4999072,127.0373932,중상,2,차대차,0,맑음,0,1,이륜,5,남,0,50,화물,8,남,0,20
75,2018,10,5,20,6,금,4,서울특별시 강남구 역삼동 언주로85길,37.5006921,127.04192,경상,1,차대차,0,비,1,0,승용,0,남,0,20,승용,0,여,1,30
76,2018,4,5,15,5,목,3,서울특별시 강남구 역삼동 언주로97길,37.5046333,127.039548,경상,1,차대차,0,비,1,0,승용,0,여,1,30,승용,0,남,0,20
77,2018,10,27,19,6,토,5,서울특별시 강남구 역삼동 논현로86길,37.5001851,127.0394768,중상,2,차대사람,1,맑음,0,1,이륜,5,남,0,70,보행자,9,남,0,20
78,2018,1,31,22,7,수,2,서울특별시 강남구 역삼동 논현로87길,37.4992591,127.0348161,경상,1,차대차,0,맑음,0,1,승용,0,남,0,50,승용,0,남,0,50
79,2018,7,3,21,7,화,1,서울특별시 강남구 역삼동 역삼로3길,37.4945325,127.0313835,경상,1,차대사람,1,맑음,0,1,승용,0,남,0,40,보행자,9,남,0,40
80,2018,6,30,13,4,토,5,서울특별시 강남구 역삼동 강남대로,37.5026761,127.0260437,중상,2,차대차,0,맑음,0,1,승용,0,남,0,20,승용,0,남,0,60
81,2018,10,2,16,5,화,1,서울특별시 강남구 역삼동 역삼로,37.4990748,127.0470296,중상,2,차대차,0,맑음,0,0,승용,0,남,0,60,승용,0,남,0,20
82,2018,5,19,6,2,토,5,서울특별시 강남구 역삼동 역삼로,37.4990748,127.0470296,중상,2,차대사람,1,맑음,0,1,승용,0,남,0,50,보행자,9,남,0,50
83,2018,1,18,9,3,목,3,서울특별시 강남구 역삼동 언주로85길,37.5006921,127.04192,경상,1,차대차,0,맑음,0,1,승용,0,남,0,20,이륜,5,남,0,30
84,2018,12,16,20,6,일,6,서울특별시 강남구 역삼동 언주로,37.4999072,127.0373932,중상,2,차대차,0,맑음,0,1,승용,0,남,0,30,승합,3,남,0,30
85,2018,5,9,2,0,수,2,서울특별시 강남구 역삼동 강남대로,37.5026761,127.0260437,중상,2,차대사람,1,맑음,0,1,이륜,5,남,0,20,보행자,9,여,1,30
86,2018,12,4,16,5,화,1,서울특별시 강남구 역삼동 테헤란로38길,37.5004701,127.042167,경상,1,차대사람,1,맑음,0,1,승용,0,여,1,60,보행자,9,여,1,30
87,2018,12,21,11,3,금,4,서울특별시 강남구 역삼동 논현로,37.4999072,127.0373932,경상,1,차대차,0,맑음,0,1,승용,0,남,0,70,승용,0,남,0,30
88,2018,4,10,22,7,화,1,서울특별시 강남구 역삼동 역삼로,37.4990748,127.0470296,중상,2,차대차,0,비,1,0,화물,8,남,0,50,승용,0,여,1,20
89,2018,5,15,16,5,화,1,서울특별시 강남구 역삼동 테헤란로,37.5045703,127.0494465,경상,1,차대차,0,맑음,0,0,승용,0,남,0,50,승용,0,여,1,20
90,2018,8,4,15,5,토,5,서울특별시 강남구 역삼동 서초대로,37.4900549,127.0007641,경상,1,차대차,0,맑음,0,0,승합,3,남,0,40,승용,0,남,0,60
91,2018,5,18,11,3,금,4,서울특별시 강남구 역삼동 선릉로89길,37.5033828,127.0483599,중상,2,차대사람,1,맑음,0,0,승용,0,남,0,50,보행자,9,여,1,70
92,2018,1,15,7,2,월,0,서울특별시 강남구 역삼동 테헤란로,37.5045703,127.0494465,경상,1,차대차,0,맑음,0,1,승용,0,남,0,30,화물,8,남,0,50
93,2018,4,13,21,7,금,4,서울특별시 강남구 역삼동 역삼로,37.4990748,127.0470296,경상,1,차대차,0,맑음,0,0,승용,0,여,1,20,승용,0,남,0,30
94,2018,1,15,9,3,월,0,서울특별시 강남구 역삼동 논현로,37.4999072,127.0373932,경상,1,차대차,0,맑음,0,1,승용,0,남,0,60,이륜,5,남,0,60
95,2018,4,18,1,0,수,2,서울특별시 강남구 역삼동 선릉로93길,37.5046939,127.0464059,부상신고,0,차대사람,1,맑음,0,1,승용,0,남,0,20,보행자,9,여,1,60
96,2018,12,27,12,4,목,3,서울특별시 강남구 역삼동 강남대로,37.5026761,127.0260437,중상,2,차대차,0,맑음,0,0,승용,0,남,0,40,승용,0,여,1,50
97,2018,8,28,18,6,화,1,서울특별시 강남구 역삼동 논현로,37.4999072,127.0373932,경상,1,차대차,0,비,1,1,승용,0,남,0,20,승용,0,남,0,50
98,2018,7,9,16,5,월,0,서울특별시 강남구 역삼동 언주로,37.4999072,127.0373932,경상,1,차대차,0,맑음,0,1,승용,0,남,0,50,승용,0,여,1,20
99,2018,2,8,20,6,목,3,서울특별시 강남구 역삼동 논현로,37.4999072,127.0373932,중상,2,차대사람,1,맑음,0,1,승용,0,남,0,50,보행자,9,남,0,20
100,2018,6,7,4,1,목,3,서울특별시 강남구 역삼동 테헤란로,37.5045703,127.0494465,중상,2,차대차,0,맑음,0,0,승용,0,남,0,50,승용,0,남,0,60
101,2018,4,3,15,5,화,1,서울특별시 강남구 역삼동 테헤란로26길,37.4995348,127.0358051,경상,1,차대사람,1,맑음,0,0,승용,0,여,1,20,보행자,9,여,1,40
102,2018,1,29,7,2,월,0,서울특별시 강남구 역삼동 강남대로,37.5026761,127.0260437,경상,1,차대사람,1,맑음,0,1,승용,0,남,0,20,보행자,9,여,1,60
103,2018,5,24,8,2,목,3,서울특별시 강남구 역삼동 테헤란로,37.5045703,127.0494465,경상,1,차대차,0,맑음,0,1,승용,0,남,0,30,승용,0,남,0,60
104,2018,11,13,21,7,화,1,서울특별시 강남구 역삼동 강남대로,37.5026761,127.0260437,경상,1,차대차,0,맑음,0,1,승용,0,남,0,30,승용,0,여,1,40
105,2018,3,28,3,1,수,2,서울특별시 강남구 역삼동 역삼로,37.4990748,127.0470296,경상,1,차대차,0,맑음,0,1,승용,0,여,1,60,승용,0,남,0,40
106,2018,2,27,23,7,화,1,서울특별시 강남구 역삼동 강남대로94길,37.5004444,127.0313861,경상,1,차대차,0,맑음,0,0,승용,0,남,0,30,승용,0,남,0,20
107,2018,12,11,19,6,화,1,서울특별시 강남구 역삼동 논현로,37.4999072,127.0373932,경상,1,차대차,0,맑음,0,1,승용,0,남,0,50,승용,0,남,0,50
108,2018,6,19,22,7,화,1,서울특별시 강남구 역삼동 테헤란로,37.5045703,127.0494465,중상,2,차대차,0,맑음,0,1,승용,0,여,1,60,승용,0,남,0,40
109,2018,4,11,13,4,수,2,서울특별시 강남구 역삼동 테헤란로,37.5045703,127.0494465,중상,2,차대차,0,맑음,0,1,승용,0,남,0,60,승용,0,남,0,60
110,2018,7,19,16,5,목,3,서울특별시 강남구 역삼동 논현로,37.4999072,127.0373932,경상,1,차대차,0,맑음,0,0,승용,0,여,1,30,이륜,5,남,0,50
111,2018,4,1,16,5,일,6,서울특별시 강남구 역삼동 논현로,37.4999072,127.0373932,중상,2,차대사람,1,맑음,0,1,승용,0,남,0,40,보행자,9,남,0,60
112,2018,2,8,22,7,목,3,서울특별시 강남구 역삼동 선릉로,37.4999072,127.0373932,중상,2,차대사람,1,맑음,0,1,승용,0,남,0,60,보행자,9,남,0,30
113,2018,10,29,16,5,월,0,서울특별시 강남구 역삼동 도곡로,37.494213,127.0462502,부상신고,0,차대차,0,맑음,0,1,승용,0,남,0,50,승합,3,남,0,30
114,2018,2,7,18,6,수,2,서울특별시 강남구 역삼동 테헤란로20길,37.4985522,127.0346565,중상,2,차대사람,1,맑음,0,1,승용,0,남,0,30,보행자,9,남,0,60
115,2018,7,7,21,7,토,5,서울특별시 강남구 역삼동 강남대로,37.5026761,127.0260437,경상,1,차대차,0,맑음,0,1,승용,0,남,0,20,승용,0,남,0,50
116,2018,2,20,6,2,화,1,서울특별시 강남구 역삼동 테헤란로,37.5045703,127.0494465,경상,1,차대차,0,맑음,0,0,승용,0,여,1,60,승용,0,남,0,50
117,2018,10,19,15,5,금,4,서울특별시 강남구 역삼동 테헤란로8길,37.4973348,127.0318458,중상,2,차대사람,1,맑음,0,0,승용,0,남,0,50,보행자,9,여,1,60
118,2018,1,22,21,7,월,0,서울특별시 강남구 역삼동 테헤란로,37.5045703,127.0494465,부상신고,0,차대차,0,맑음,0,1,승용,0,남,0,30,승용,0,남,0,60
119,2018,8,26,3,1,일,6,서울특별시 강남구 역삼동 봉은사로,37.5085884,127.0405045,경상,1,차대사람,1,흐림,2,1,승용,0,남,0,20,보행자,9,여,1,40
120,2018,9,5,3,1,수,2,서울특별시 강남구 역삼동 강남대로,37.5026761,127.0260437,경상,1,차대차,0,맑음,0,0,승용,0,남,0,50,승용,0,남,0,20
121,2018,11,25,10,3,일,6,서울특별시 강남구 역삼동 테헤란로,37.5045703,127.0494465,경상,1,차대차,0,맑음,0,0,승용,0,남,0,60,승용,0,여,1,60
122,2018,12,26,20,6,수,2,서울특별시 강남구 역삼동 테헤란로,37.5045703,127.0494465,중상,2,차대차,0,맑음,0,1,승용,0,여,1,30,승용,0,남,0,30
123,2018,4,19,6,2,목,3,서울특별시 강남구 역삼동 언주로,37.4999072,127.0373932,경상,1,차대차,0,비,1,0,승용,0,남,0,20,이륜,5,남,0,30
124,2018,4,27,6,2,금,4,서울특별시 강남구 역삼동 언주로,37.4999072,127.0373932,경상,1,차대차,0,맑음,0,0,승용,0,남,0,50,승용,0,남,0,20
125,2018,7,26,20,6,목,3,서울특별시 강남구 역삼동 테헤란로26길,37.4995348,127.0358051,경상,1,차대사람,1,맑음,0,0,승용,0,여,1,20,보행자,9,남,0,20
126,2018,9,4,20,6,화,1,서울특별시 강남구 역삼동 역삼로,37.4990748,127.0470296,경상,1,차대차,0,맑음,0,0,승용,0,남,0,60,승용,0,남,0,20
127,2018,4,3,13,4,화,1,서울특별시 강남구 역삼동 언주로97길,37.5046333,127.039548,부상신고,0,차대차,0,맑음,0,1,승용,0,남,0,50,승용,0,남,0,60
128,2018,7,29,20,6,일,6,서울특별시 강남구 역삼동 테헤란로,37.5045703,127.0494465,중상,2,차대차,0,맑음,0,1,이륜,5,남,0,30,이륜,5,남,0,20
129,2018,1,26,13,4,금,4,서울특별시 강남구 역삼동 테헤란로52길,37.5030366,127.0479111,중상,2,차대사람,1,맑음,0,0,승용,0,남,0,50,보행자,9,여,1,20
130,2018,9,26,23,7,수,2,서울특별시 강남구 역삼동 논현로,37.4999072,127.0373932,경상,1,차대차,0,맑음,0,0,승용,0,남,0,60,승용,0,남,0,50
131,2018,12,15,18,6,토,5,서울특별시 강남구 역삼동 강남대로,37.5026761,127.0260437,중상,2,차대차,0,맑음,0,1,승용,0,남,0,50,승용,0,남,0,30
132,2018,11,23,9,3,금,4,서울특별시 강남구 역삼동 논현로98길,37.5036583,127.0373687,경상,1,차대차,0,맑음,0,0,승용,0,여,1,30,승용,0,남,0,50
133,2018,8,29,23,7,수,2,서울특별시 강남구 역삼동 역삼로,37.4990748,127.0470296,경상,1,차대차,0,비,1,1,승용,0,남,0,60,승용,0,남,0,30
134,2018,5,28,20,6,월,0,서울특별시 강남구 역삼동 논현로64길,37.4937834,127.0421885,경상,1,차대차,0,맑음,0,0,승용,0,남,0,30,이륜,5,남,0,60
135,2018,10,7,22,7,일,6,서울특별시 강남구 역삼동 논현로,37.4999072,127.0373932,중상,2,차대차,0,맑음,0,0,이륜,5,남,0,50,승용,0,여,1,20
136,2018,1,19,5,1,금,4,서울특별시 강남구 역삼동 강남대로,37.5026761,127.0260437,경상,1,차대차,0,맑음,0,1,승용,0,남,0,60,승용,0,남,0,20
137,2018,1,31,9,3,수,2,서울특별시 강남구 역삼동 역삼로,37.4990748,127.0470296,경상,1,차대차,0,눈,3,0,승용,0,남,0,50,승용,0,여,1,50
138,2018,1,10,0,0,수,2,서울특별시 강남구 역삼동 언주로85길,37.5006921,127.04192,경상,1,차대차,0,눈,3,0,승용,0,남,0,30,승용,0,남,0,40
139,2018,3,12,23,7,월,0,서울특별시 강남구 역삼동 강남대로,37.5026761,127.0260437,경상,1,차대사람,1,맑음,0,1,승용,0,남,0,30,보행자,9,남,0,50
140,2018,11,8,11,3,목,3,서울특별시 강남구 역삼동 테헤란로8길,37.4973348,127.0318458,중상,2,차대차,0,비,1,1,승용,0,남,0,30,이륜,5,남,0,60
141,2018,2,9,20,6,금,4,서울특별시 강남구 역삼동 테헤란로38길,37.5004701,127.042167,경상,1,차대차,0,맑음,0,0,승용,0,여,1,30,승용,0,남,0,30
142,2018,12,31,18,6,월,0,서울특별시 강남구 역삼동 역삼로,37.4990748,127.0470296,경상,1,차대차,0,맑음,0,1,승용,0,남,0,30,승용,0,남,0,60
143,2018,8,3,19,6,금,4,서울특별시 강남구 역삼동 강남대로,37.5026761,127.0260437,경상,1,차대차,0,맑음,0,0,화물,8,남,0,30,승용,0,남,0,20
144,2018,3,19,11,3,월,0,서울특별시 강남구 역삼동 도곡로,37.494213,127.0462502,경상,1,차대차,0,맑음,0,0,승용,0,남,0,20,이륜,5,남,0,50
145,2018,10,30,19,6,화,1,서울특별시 강남구 역삼동 테헤란로27길,37.5029842,127.0379336,부상신고,0,차대차,0,맑음,0,0,승용,0,남,0,50,승용,0,남,0,30
146,2018,3,15,20,6,목,3,서울특별시 강남구 역삼동 강남대로,37.5026761,127.0260437,경상,1,차대차,0,맑음,0,0,승용,0,남,0,40,승용,0,남,0,60
147,2018,5,11,15,5,금,4,서울특별시 강남구 역삼동 테헤란로7길,37.5006177,127.0303788,경상,1,차대차,0,맑음,0,0,이륜,5,남,0,40,승용,0,여,1,20
148,2018,1,18,7,2,목,3,서울특별시 강남구 역삼동 강남대로,37.5026761,127.0260437,경상,1,차대사람,1,맑음,0,1,승용,0,남,0,20,보행자,9,여,1,60
